1,Jacob,22095,Isabella,22890
2,Ethan,17993,Sophia,20623
3,Michael,17324,Emma,17327
4,Jayden,17158,Olivia,17017
5,William,17036,Ava,15421
6,Alexander,16746,Emily,14262
7,Noah,16438,Abigail,14231
8,Daniel,15819,Madison,13170
9,Aiden,15520,Chloe,11745
10,Anthony,15475,Mia,10628
11,Joshua,15425,Addison,10320
12,Mason,14836,Elizabeth,10248
13,Christopher,14259,Ella,9869
14,Andrew,14227,Natalie,8766
15,David,14176,Samantha,8398
16,Matthew,14114,Alexis,8257
17,Logan,14014,Lily,7975
18,Elijah,13875,Grace,7676
19,James,13861,Hailey,7011
20,Joseph,13806,Alyssa,6980
21,Gabriel,12859,Hannah,6978
22,Benjamin,12421,Lillian,6948
23,Ryan,11964,Avery,6670
24,Samuel,11948,Leah,6528
25,Jackson,11812,Nevaeh,6406
26,John,11543,Sofia,6323
27,Nathan,11367,Anna,6315
28,Jonathan,11113,Sarah,6314
29,Christian,11084,Ashley,6306
30,Liam,10924,Brianna,6271
31,Dylan,10507,Zoe,6263
32,Landon,10464,Victoria,6221
33,Caleb,10462,Gabriella,6170
34,Tyler,10436,Brooklyn,6114
35,Lucas,10369,Kaylee,6089
36,Evan,9722,Taylor,5892
37,Nicholas,9637,Layla,5884
38,Gavin,9608,Allison,5861
39,Isaac,9347,Evelyn,5838
40,Brayden,9101,Riley,5535
41,Luke,8835,Amelia,5454
42,Angel,8762,Khloe,5400
43,Isaiah,8562,Makayla,5388
44,Brandon,8534,Savannah,5366
45,Jack,8516,Aubrey,5356
46,Jordan,8224,Charlotte,5354
47,Owen,8171,Zoey,5200
48,Carter,8150,Bella,5112
49,Connor,8047,Kayla,5048
50,Justin,7839,Alexa,5037
51,Jeremiah,7720,Peyton,4967
52,Jose,7698,Audrey,4949
53,Julian,7573,Claire,4915
54,Robert,7542,Arianna,4833
55,Aaron,7458,Julia,4674
56,Adrian,7397,Aaliyah,4659
57,Wyatt,7367,Kylie,4594
58,Kevin,7319,Lauren,4465
59,Hunter,7312,Sophie,4413
60,Cameron,7188,Sydney,4328
61,Zachary,7169,Camila,4300
62,Thomas,7115,Jasmine,4169
63,Charles,7093,Morgan,4072
64,Austin,6895,Alexandra,4018
65,Eli,6554,Jocelyn,3982
66,Chase,6432,Maya,3964
67,Henry,6392,Gianna,3957
68,Sebastian,6353,Mackenzie,3877
69,Jason,6265,Kimberly,3867
70,Levi,5990,Katherine,3862
71,Xavier,5746,Destiny,3723
72,Ian,5553,Brooke,3702
73,Colton,5312,Trinity,3695
74,Dominic,5291,Faith,3688
75,Cooper,5254,Lucy,3633
76,Juan,5237,Madelyn,3617
77,Josiah,5200,Madeline,3602
78,Ayden,5126,Bailey,3590
79,Luis,5126,Payton,3582
80,Adam,5096,Andrea,3567
81,Carson,5096,Autumn,3509
82,Nathaniel,5094,Melanie,3485
83,Brody,5048,Serenity,3472
84,Tristan,4888,Ariana,3467
85,Parker,4728,Stella,3438
86,Diego,4714,Maria,3415
87,Blake,4696,Molly,3359
88,Oliver,4662,Caroline,3355
89,Carlos,4584,Genesis,3303
90,Cole,4583,Kaitlyn,3290
91,Jaden,4513,Eva,3276
92,Jesus,4451,Jessica,3195
